 TX_LG_GULLY               SWAT+ Dec 8  2020    MODULAR Rev 2020.60.5.1                                   
  jday,   mon,   day,    yr,   unit , gis_id , name           ,         flo_in ,         aqu_in ,        flo_out ,          peakr,         sed_in,        sed_out,         washld,          bedld,            dep,        deg_btm,       deg_bank,         hc_sed,          width,          depth,          slope,        deg_btm,       deg_bank,         hc_len,      flo_in_mm ,      aqu_in_mm ,     flo_out_mm 
      ,      ,      ,      ,        ,        ,                ,          m^3/s ,          m^3/s ,          m^3/s ,          m^3/s,           tons,           tons,           tons,           tons,           tons,           tons,           tons,           tons,              m,              m,            m/m,              m,              m,              m,             mm ,             mm ,             mm 
243,8,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.12,0.217E-1,0.00,0.00,0.00,0.00,0.00,0.00
244,8,31,1996,1,1,Gully_hru1      ,0.249E-2,0.00,0.248E-2,0.797E-1,0.961,51.3,0.769,0.00,0.00,45.2,5.35,0.00,8.43,4.13,0.216E-1,1.25,0.268,0.00,2.52,0.00,2.50
245,9,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.122E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.123E-1
246,9,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
247,9,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
248,9,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
249,9,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
250,9,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
251,9,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
252,9,8,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
253,9,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
254,9,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
255,9,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
256,9,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
257,9,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
258,9,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
259,9,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
260,9,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
261,9,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
262,9,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
263,9,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.13,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
264,9,20,1996,1,1,Gully_hru1      ,0.126E-3,0.00,0.123E-3,0.403E-2,0.339E-1,15.3,0.271E-1,0.00,0.00,15.3,0.00,0.00,8.43,4.14,0.216E-1,0.422,0.00,0.00,0.127,0.00,0.124
265,9,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.298E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.301E-2
266,9,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
267,9,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
268,9,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
269,9,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
270,9,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
271,9,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
272,9,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
273,9,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
274,9,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
275,10,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
276,10,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
277,10,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
278,10,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,4.14,0.216E-1,0.00,0.00,0.00,0.00,0.00,0.00
279,10,5,1996,1,1,Gully_hru1      ,0.556E-2,0.00,0.554E-2,0.178,2.36,102.,1.89,0.00,0.00,64.8,12.3,23.3,8.44,4.16,0.215E-1,1.79,0.613,0.557,5.62,0.00,5.60
280,10,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.183E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,4.16,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.185E-1
281,10,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,4.16,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.00
282,10,8,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,4.16,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.00
283,10,9,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,4.16,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.00
284,10,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,4.16,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.00
285,10,11,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,4.16,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.00
286,10,12,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.44,4.16,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.00
287,10,13,1996,1,1,Gully_hru1      ,0.835E-2,0.00,0.833E-2,0.267,3.73,121.,2.98,0.00,0.00,73.8,15.9,28.7,8.45,4.18,0.215E-1,2.04,0.787,0.683,8.44,0.00,8.42
288,10,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.214E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.18,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.216E-1
289,10,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.18,0.215E-1,0.00,0.00,0.00,0.00,0.00,0.00
290,10,16,1996,1,1,Gully_hru1      ,0.203E-2,0.00,0.202E-2,0.650E-1,0.765,38.0,0.612,0.00,0.00,35.2,2.14,0.00,8.45,4.19,0.214E-1,0.974,0.106,0.00,2.05,0.00,2.04
291,10,17,1996,1,1,Gully_hru1      ,0.201E-3,0.00,0.207E-3,0.642E-2,0.572E-1,15.2,0.458E-1,0.00,0.00,15.1,0.00,0.00,8.45,4.19,0.214E-1,0.418,0.00,0.00,0.203,0.00,0.209
292,10,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.301E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.304E-2
293,10,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
294,10,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
295,10,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
296,10,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
297,10,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
298,10,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
299,10,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
300,10,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
301,10,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
302,10,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.19,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.00
303,10,29,1996,1,1,Gully_hru1      ,0.577E-3,0.00,0.571E-3,0.185E-1,0.187,25.6,0.149,0.00,0.00,25.4,0.00,0.00,8.45,4.20,0.214E-1,0.703,0.00,0.00,0.583,0.00,0.577
304,10,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.605E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.20,0.214E-1,0.00,0.00,0.00,0.00,0.00,0.612E-2
305,10,31,1996,1,1,Gully_hru1      ,0.222E-2,0.00,0.221E-2,0.709E-1,0.844,37.9,0.675,0.00,0.00,35.1,2.12,0.00,8.45,4.21,0.213E-1,0.970,0.104,0.00,2.24,0.00,2.23
306,11,1,1996,1,1,Gully_hru1      ,0.00,0.00,0.915E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.924E-2
307,11,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.00
308,11,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.00
309,11,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.00
310,11,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.00
311,11,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.00
312,11,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.00
313,11,8,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.21,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.00
314,11,9,1996,1,1,Gully_hru1      ,0.450E-2,0.00,0.449E-2,0.144,1.87,86.4,1.49,0.00,0.00,54.9,8.63,21.4,8.45,4.22,0.213E-1,1.52,0.423,0.501,4.55,0.00,4.54
315,11,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.153E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,4.22,0.213E-1,0.00,0.00,0.00,0.00,0.00,0.154E-1
316,11,11,1996,1,1,Gully_hru1      ,0.151E-1,0.00,0.151E-1,0.484,7.24,173.,5.80,0.00,0.00,101.,26.9,39.3,8.47,4.25,0.211E-1,2.80,1.32,0.919,15.3,0.00,15.2
317,11,12,1996,1,1,Gully_hru1      ,0.189E-2,0.00,0.191E-2,0.605E-1,0.707,37.4,0.565,0.00,0.00,34.8,2.04,0.00,8.47,4.26,0.211E-1,0.959,0.993E-1,0.00,1.91,0.00,1.93
318,11,13,1996,1,1,Gully_hru1      ,0.00,0.00,0.916E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.926E-2
319,11,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
320,11,15,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
321,11,16,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
322,11,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
323,11,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
324,11,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
325,11,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
326,11,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
327,11,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
328,11,23,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
329,11,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
330,11,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
331,11,26,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
332,11,27,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
333,11,28,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
334,11,29,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
335,11,30,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
336,12,1,1996,1,1,Gully_hru1      ,0.244E-3,0.00,0.241E-3,0.780E-2,0.712E-1,15.0,0.569E-1,0.00,0.00,14.9,0.00,0.00,8.47,4.26,0.211E-1,0.412,0.00,0.00,0.246,0.00,0.243
337,12,2,1996,1,1,Gully_hru1      ,0.00,0.00,0.303E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.306E-2
338,12,3,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
339,12,4,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
340,12,5,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
341,12,6,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
342,12,7,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
343,12,8,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.26,0.211E-1,0.00,0.00,0.00,0.00,0.00,0.00
344,12,9,1996,1,1,Gully_hru1      ,0.105E-2,0.00,0.104E-2,0.335E-1,0.364,25.4,0.291,0.00,0.00,25.1,0.00,0.00,8.47,4.27,0.210E-1,0.692,0.00,0.00,1.06,0.00,1.05
345,12,10,1996,1,1,Gully_hru1      ,0.00,0.00,0.610E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.27,0.210E-1,0.00,0.00,0.00,0.00,0.00,0.616E-2
346,12,11,1996,1,1,Gully_hru1      ,0.156E-2,0.00,0.155E-2,0.499E-1,0.569,37.1,0.456,0.00,0.00,34.6,2.02,0.00,8.47,4.28,0.210E-1,0.955,0.974E-1,0.00,1.58,0.00,1.57
347,12,12,1996,1,1,Gully_hru1      ,0.168E-2,0.00,0.168E-2,0.539E-1,0.620,37.1,0.496,0.00,0.00,34.6,2.00,0.00,8.47,4.29,0.210E-1,0.953,0.966E-1,0.00,1.70,0.00,1.70
348,12,13,1996,1,1,Gully_hru1      ,0.305E-3,0.00,0.311E-3,0.976E-2,0.915E-1,14.9,0.732E-1,0.00,0.00,14.8,0.00,0.00,8.47,4.29,0.209E-1,0.409,0.00,0.00,0.308,0.00,0.314
349,12,14,1996,1,1,Gully_hru1      ,0.00,0.00,0.303E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.29,0.209E-1,0.00,0.00,0.00,0.00,0.00,0.307E-2
350,12,15,1996,1,1,Gully_hru1      ,0.144E-3,0.00,0.141E-3,0.462E-2,0.396E-1,14.9,0.317E-1,0.00,0.00,14.8,0.00,0.00,8.47,4.30,0.209E-1,0.409,0.00,0.00,0.146,0.00,0.143
351,12,16,1996,1,1,Gully_hru1      ,0.132E-3,0.00,0.132E-3,0.422E-2,0.358E-1,14.8,0.286E-1,0.00,0.00,14.8,0.00,0.00,8.47,4.30,0.209E-1,0.408,0.00,0.00,0.133,0.00,0.133
352,12,17,1996,1,1,Gully_hru1      ,0.00,0.00,0.300E-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.30,0.209E-1,0.00,0.00,0.00,0.00,0.00,0.303E-2
353,12,18,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.30,0.209E-1,0.00,0.00,0.00,0.00,0.00,0.00
354,12,19,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.30,0.209E-1,0.00,0.00,0.00,0.00,0.00,0.00
355,12,20,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.30,0.209E-1,0.00,0.00,0.00,0.00,0.00,0.00
356,12,21,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.30,0.209E-1,0.00,0.00,0.00,0.00,0.00,0.00
357,12,22,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.30,0.209E-1,0.00,0.00,0.00,0.00,0.00,0.00
358,12,23,1996,1,1,Gully_hru1      ,0.502E-2,0.00,0.500E-2,0.161,2.11,87.3,1.69,0.00,0.00,54.0,8.43,23.1,8.47,4.32,0.208E-1,1.49,0.404,0.529,5.07,0.00,5.06
359,12,24,1996,1,1,Gully_hru1      ,0.00,0.00,0.153E-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.32,0.208E-1,0.00,0.00,0.00,0.00,0.00,0.155E-1
360,12,25,1996,1,1,Gully_hru1      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,4.32,0.208E-1,0.00,0.00,0.00,0.00,0.00,0.00
361,12,26,1996,1,1,Gully_hru1      ,0.194E-6,0.00,0.116E-7,0.621E-5,0.241E-4,14.8,0.193E-4,0.00,0.00,14.8,0.00,0.00,8.47,4.32,0.208E-1,0.407,0.00,0.00,0.196E-3,0.00,0.117E-4
362,12,27,1996,1,1,Gully_hru1      ,0.213E-4,0.00,0.188E-4,0.682E-3,0.377E-2,14.7,0.301E-2,0.00,0.00,14.7,0.00,0.00,8.47,4.33,0.208E-1,0.406,0.00,0.00,0.215E-1,0.00,0.190E-1
363,12,28,1996,1,1,Gully_hru1      ,0.743E-2,0.00,0.741E-2,0.238,3.24,118.,2.60,0.00,0.00,71.5,15.5,28.3,8.48,4.35,0.207E-1,1.97,0.740,0.644,7.51,0.00,7.49
